Binomial_iucn,Order,Family,Genus,Species,Common_name,Activity_DD,Activity_IM,Activity_source,Flexible_DD,Flexible_IM,Flexible_source,,
Rhynchocyon chrysopygus,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped Sengi,Diurnal,Diurnal,2,0,0,1,,
Rhynchocyon cirnei,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Chequered Sengi,Diurnal,Diurnal,2,0,0,1,,
Rhynchocyon petersi,Macroscelidea,Macroscelididae,Rhynchocyon,petersi,Black and Rufous Sengi,Diurnal,Diurnal,1,0,0,1,,
Rhynchocyon udzungwensis,Macroscelidea,Macroscelididae,Rhynchocyon,udzungwensis,Grey-faced Sengi,Diurnal,Diurnal,1,0,0,1,,
Rhynchogale melleri,Carnivora,Herpestidae,Rhynchogale,melleri,Meller's Mongoose,Nocturnal,Nocturnal,1,0,0,1,,
Rhyncholestes raphanurus,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Comadrejita Trompuda,Nocturnal,Nocturnal,1,1,1,1,,
Rhynchomeles prattorum,Peramelemorphia,Peramelidae,Rhynchomeles,prattorum,Seram Bandicoot,NA,Nocturnal,Imputed,NA,0,Imputed,,
Rhynchomys banahao,Rodentia,Muridae,Rhynchomys,banahao,Mount Banahaw shrew rat,Nocturnal,Nocturnal,1,1,1,1,,
Rhynchomys isarogensis,Rodentia,Muridae,Rhynchomys,isarogensis,Isarog Rhynchomys,Nocturnal,Nocturnal,1,0,0,1,,
Rhynchomys soricoides,Rodentia,Muridae,Rhynchomys,soricoides,Northern Luzon Rhynchomys,Cathemeral,Cathemeral,1,0,0,1,,
Rhynchomys tapulao,Rodentia,Muridae,Rhynchomys,tapulao,Mount Tapulao shrew rat,Nocturnal,Nocturnal,1,0,0,1,,
Rhynchonycteris naso,Chiroptera,Emballonuridae,Rhynchonycteris,naso,Proboscis Bat,Nocturnal,Crepuscular,1,0,0,1,,
Romerolagus diazi,Lagomorpha,Leporidae,Romerolagus,diazi,Volcano Rabbit,Crepuscular,Crepuscular,1,1,1,1,,
Rousettus aegyptiacus,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus amplexicaudatus,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Geoffroy's Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus bidens,Chiroptera,Pteropodidae,Rousettus,bidens,Manado Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus celebensis,Chiroptera,Pteropodidae,Rousettus,celebensis,Sulawesi Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus lanosus,Chiroptera,Pteropodidae,Rousettus,lanosus,Long-haired Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus leschenaultii,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus linduensis,Chiroptera,Pteropodidae,Rousettus,linduensis,Linduan Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus madagascariensis,Chiroptera,Pteropodidae,Rousettus,madagascariensis,Madagascan Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus obliviosus,Chiroptera,Pteropodidae,Rousettus,obliviosus,Comoros Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rousettus spinalatus,Chiroptera,Pteropodidae,Rousettus,spinalatus,Bare-backed Rousette,Nocturnal,Nocturnal,1,0,0,1,,
Rubrisciurus rubriventer,Rodentia,Sciuridae,Rubrisciurus,rubriventer,Sulawesi Giant Squirrel,Diurnal,Diurnal,2,0,0,1,,
Rucervus duvaucelii,Cetartiodactyla,Cervidae,Rucervus,duvaucelii,Barasingha,Diurnal,Diurnal,2,0,0,1,,
Rucervus eldii,Cetartiodactyla,Cervidae,Rucervus,eldii,Eld's Deer,Crepuscular,Crepuscular,11,1,1,1,,
Rungwecebus kipunji,Primates,Cercopithecidae,Rungwecebus,kipunji,Kipunji,Diurnal,Diurnal,1,0,0,1,,
Rupicapra pyrenaica,Cetartiodactyla,Bovidae,Rupicapra,pyrenaica,Pyrenean Chamois,Diurnal,Diurnal,1,1,1,1,,
Rupicapra rupicapra,Cetartiodactyla,Bovidae,Rupicapra,rupicapra,Northern Chamois,Diurnal,Diurnal,1,1,1,1,,
Rusa alfredi,Cetartiodactyla,Cervidae,Rusa,alfredi,Phillipine Spotted Deer,Nocturnal,Nocturnal,1,1,1,42,,
Rusa marianna,Cetartiodactyla,Cervidae,Rusa,marianna,Philippine Deer,Nocturnal,Nocturnal,1,0,0,1,,
Rusa timorensis,Cetartiodactyla,Cervidae,Rusa,timorensis,Javan Deer,Diurnal,Diurnal,1,1,1,1,,
Rusa unicolor,Cetartiodactyla,Cervidae,Rusa,unicolor,Sambar,Nocturnal,Nocturnal,1,1,1,42,,
Ruwenzorisorex suncoides,Eulipotyphla,Soricidae,Ruwenzorisorex,suncoides,Ruwenzori Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Saccolaimus flaviventris,Chiroptera,Emballonuridae,Saccolaimus,flaviventris,Yellow-bellied Sheath-tailed Bat,Nocturnal,Crepuscular,1,0,0,1,,
Saccolaimus mixtus,Chiroptera,Emballonuridae,Saccolaimus,mixtus,Papuan Sheath-tailed Bat,Nocturnal,Crepuscular,1,0,0,1,,
Saccolaimus peli,Chiroptera,Emballonuridae,Saccolaimus,peli,Pel's Pouched Bat,Nocturnal,Nocturnal,1,0,0,1,,
Saccolaimus saccolaimus,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,Bare-rumped Sheathtail-bat,Nocturnal,Nocturnal,11,0,0,1,,
Saccopteryx antioquensis,Chiroptera,Emballonuridae,Saccopteryx,antioquensis,Antioquian Sac-winged Bat,Nocturnal,Nocturnal,1,1,1,1,,
Saccopteryx bilineata,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater Sac-winged Bat,Nocturnal,Crepuscular,1,1,1,1,,
Saccopteryx canescens,Chiroptera,Emballonuridae,Saccopteryx,canescens,Frosted Sac-winged Bat,Nocturnal,Nocturnal,1,1,1,1,,
Saccopteryx gymnura,Chiroptera,Emballonuridae,Saccopteryx,gymnura,Amazonian Sac-winged Bat,Nocturnal,Nocturnal,1,1,1,1,,
Saccopteryx leptura,Chiroptera,Emballonuridae,Saccopteryx,leptura,Lesser Sac-winged Bat,Nocturnal,Crepuscular,1,1,1,1,,
Saccostomus campestris,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched Mouse,Nocturnal,Nocturnal,2,0,0,1,,
Saccostomus mearnsi,Rodentia,Nesomyidae,Saccostomus,mearnsi,Mearns's Pouched Mouse,Nocturnal,Nocturnal,2,0,0,1,,
Saguinus bicolor,Primates,Callitrichidae,Saguinus,bicolor,Sagui-bicolor,Diurnal,Diurnal,2,0,0,1,,
Saguinus fuscicollis,Primates,Callitrichidae,Saguinus,fuscicollis,Saddleback Tamarin,Diurnal,Diurnal,2,0,0,1,,
Saguinus geoffroyi,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus imperator,Primates,Callitrichidae,Saguinus,imperator,Emperor Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus inustus,Primates,Callitrichidae,Saguinus,inustus,Sag'i,Diurnal,Diurnal,1,0,0,1,,
Saguinus labiatus,Primates,Callitrichidae,Saguinus,labiatus,Red-chested Mustached Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus leucopus,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown Tamarin,Diurnal,Diurnal,2,0,0,1,,
Saguinus martinsi,Primates,Callitrichidae,Saguinus,martinsi,Martin's Ochraceous Bare-face Tamarin,Diurnal,Diurnal,2,0,0,1,,
Saguinus melanoleucus,Primates,Callitrichidae,Saguinus,melanoleucus,White/crandall's Saddleback Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus midas,Primates,Callitrichidae,Saguinus,midas,Yellow-handed Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus mystax,Primates,Callitrichidae,Saguinus,mystax,Moustached Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus niger,Primates,Callitrichidae,Saguinus,niger,Black-handed Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus nigricollis,Primates,Callitrichidae,Saguinus,nigricollis,Black Mantle Tamarin,Diurnal,Diurnal,1,1,1,1,,
Saguinus oedipus,Primates,Callitrichidae,Saguinus,oedipus,Cotton-headed Tamarin,Diurnal,Diurnal,1,0,0,1,,
Saguinus tripartitus,Primates,Callitrichidae,Saguinus,tripartitus,Golden-mantle Saddleback Tamarin,Diurnal,Diurnal,2,0,0,1,,
Saiga tatarica,Cetartiodactyla,Bovidae,Saiga,tatarica,Saiga,Diurnal,Diurnal,1,0,0,1,,
Saimiri boliviensis,Primates,Cebidae,Saimiri,boliviensis,Bolivian/peruvian Squirrel Monkey,Diurnal,Diurnal,1,0,0,1,,
Saimiri oerstedii,Primates,Cebidae,Saimiri,oerstedii,Barizo Dorsirrojo,Diurnal,Diurnal,1,0,0,1,,
Saimiri sciureus,Primates,Cebidae,Saimiri,sciureus,Common Squirrel Monkey,Diurnal,Diurnal,1,0,0,1,,
Saimiri ustus,Primates,Cebidae,Saimiri,ustus,Golden-backed Squirrel Monkey,Diurnal,Diurnal,1,0,0,1,,
Saimiri vanzolinii,Primates,Cebidae,Saimiri,vanzolinii,Black-headed Squirrel Monkey,Diurnal,Diurnal,1,0,0,1,,
Salanoia concolor,Carnivora,Eupleridae,Salanoia,concolor,Brown-tailed Vontsira,Diurnal,Diurnal,1,0,0,1,,
Salinomys delicatus,Rodentia,Cricetidae,Salinomys,delicatus,Delicate salt flat mouse,Nocturnal,Nocturnal,1,0,0,1,,
Salpingotulus michaelis,Rodentia,Dipodidae,Salpingotulus,michaelis,Baluchistan Pygmy Jerboa,Nocturnal,Nocturnal,1,0,0,1,,
Salpingotus crassicauda,Rodentia,Dipodidae,Salpingotus,crassicauda,Thick-tailed Pygmy Jerboa,Nocturnal,Nocturnal,1,0,0,1,,
Salpingotus heptneri,Rodentia,Dipodidae,Salpingotus,heptneri,Heptner's Pygmy Jerboa,Nocturnal,Nocturnal,1,0,0,1,,
Salpingotus kozlovi,Rodentia,Dipodidae,Salpingotus,kozlovi,Kozlov's Pygmy Jerboa,Nocturnal,Nocturnal,1,0,0,1,,
Salpingotus pallidus,Rodentia,Dipodidae,Salpingotus,pallidus,Pallid Pygmy Jerboa,Nocturnal,Nocturnal,1,0,0,1,,
Santamartamys rufodorsalis,Rodentia,Echimyidae,Santamartamys,rufodorsalis,Red Crested Tree Rat,Nocturnal,Nocturnal,33,0,0,1,,
Sapajus apella,Primates,Cebidae,Sapajus,apella,Margarita Island Capuchin,Diurnal,Diurnal,1,0,0,1,,
Sapajus cay,Primates,Cebidae,Sapajus,cay,Azaras's Capuchin,NA,Diurnal,Imputed,NA,0,Imputed,,
Sapajus flavius,Primates,Cebidae,Sapajus,flavius,Blonde Capuchin,Diurnal,Diurnal,1,0,0,1,,
Sapajus libidinosus,Primates,Cebidae,Sapajus,libidinosus,Bearded Capuchin,Diurnal,Diurnal,1,0,0,1,,
Sapajus macrocephalus,Primates,Cebidae,Sapajus,macrocephalus,Large-headed Capuchin,Diurnal,Diurnal,1,0,0,1,,
Sapajus nigritus,Primates,Cebidae,Sapajus,nigritus,Black-horned Capuchin,NA,Diurnal,Imputed,NA,0,Imputed,,
Sapajus robustus,Primates,Cebidae,Sapajus,robustus,Crested Capuchin,NA,Diurnal,Imputed,NA,0,Imputed,,
Sapajus xanthosternos,Primates,Cebidae,Sapajus,xanthosternos,Buff-headed Capuchin,Diurnal,Diurnal,1,0,0,1,,
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian Devil,Nocturnal,Nocturnal,1,0,0,1,,
Sauromys petrophilus,Chiroptera,Molossidae,Sauromys,petrophilus,Roberts's Flat-headed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Saxatilomys paulinae,Rodentia,Muridae,Saxatilomys,paulinae,Paulina's Limestone Rat,Nocturnal,Nocturnal,1,0,0,1,,
Scapteromys aquaticus,Rodentia,Cricetidae,Scapteromys,aquaticus,Argentinean swamp rat,Nocturnal,Nocturnal,1,1,1,1,,
Scapteromys tumidus,Rodentia,Cricetidae,Scapteromys,tumidus,Swamp Rat,Nocturnal,Nocturnal,1,1,1,1,,
Sciurillus pusillus,Rodentia,Sciuridae,Sciurillus,pusillus,Neotropical Pygmy Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurocheirus alleni,Primates,Galagidae,Sciurocheirus,alleni,Allen's Galago,Nocturnal,Nocturnal,1,0,0,1,,
Sciurocheirus gabonensis,Primates,Galagidae,Sciurocheirus,gabonensis,Gabon Squirrel Galago,Nocturnal,Nocturnal,1,0,0,1,,
Sciurotamias davidianus,Rodentia,Sciuridae,Sciurotamias,davidianus,Pere David's Rock Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurotamias forresti,Rodentia,Sciuridae,Sciurotamias,forresti,Forrest's Rock Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus aberti,Rodentia,Sciuridae,Sciurus,aberti,Abert's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus aestuans,Rodentia,Sciuridae,Sciurus,aestuans,Guianan Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus alleni,Rodentia,Sciuridae,Sciurus,alleni,Allen's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus anomalus,Rodentia,Sciuridae,Sciurus,anomalus,Caucasian Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus arizonensis,Rodentia,Sciuridae,Sciurus,arizonensis,Arizona Gray Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus aureogaster,Rodentia,Sciuridae,Sciurus,aureogaster,Red-bellied Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus colliaei,Rodentia,Sciuridae,Sciurus,colliaei,Collie's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus deppei,Rodentia,Sciuridae,Sciurus,deppei,Ardilla De Deppe,Diurnal,Diurnal,1,0,0,1,,
Sciurus flammifer,Rodentia,Sciuridae,Sciurus,flammifer,Fiery Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus gilvigularis,Rodentia,Sciuridae,Sciurus,gilvigularis,Yellow-throated Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus granatensis,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus griseus,Rodentia,Sciuridae,Sciurus,griseus,Western Gray Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus ignitus,Rodentia,Sciuridae,Sciurus,ignitus,Bolivian Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus igniventris,Rodentia,Sciuridae,Sciurus,igniventris,Northern Amazon Red Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus lis,Rodentia,Sciuridae,Sciurus,lis,Japanese Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus nayaritensis,Rodentia,Sciuridae,Sciurus,nayaritensis,Mexican Fox Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus niger,Rodentia,Sciuridae,Sciurus,niger,Eastern Fox Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus oculatus,Rodentia,Sciuridae,Sciurus,oculatus,Peters's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus pucheranii,Rodentia,Sciuridae,Sciurus,pucheranii,Andean Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus pyrrhinus,Rodentia,Sciuridae,Sciurus,pyrrhinus,Junin Red Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus richmondi,Rodentia,Sciuridae,Sciurus,richmondi,Richmond's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus sanborni,Rodentia,Sciuridae,Sciurus,sanborni,Sanborn's Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus spadiceus,Rodentia,Sciuridae,Sciurus,spadiceus,Southern Amazon Red Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus stramineus,Rodentia,Sciuridae,Sciurus,stramineus,Guayaquil Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus variegatoides,Rodentia,Sciuridae,Sciurus,variegatoides,Variegated Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus vulgaris,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian Red Squirrel,Diurnal,Diurnal,1,0,0,1,,
Sciurus yucatanensis,Rodentia,Sciuridae,Sciurus,yucatanensis,Yucatan Squirrel,Diurnal,Diurnal,1,0,0,1,,
Scleronycteris ega,Chiroptera,Phyllostomidae,Scleronycteris,ega,Ega Long-tongued Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scolomys melanops,Rodentia,Cricetidae,Scolomys,melanops,South American Spiny Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Scolomys ucayalensis,Rodentia,Cricetidae,Scolomys,ucayalensis,Ucayali Spiny Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Scoteanax rueppellii,Chiroptera,Vespertilionidae,Scoteanax,rueppellii,Greater Broad-nosed Bat,Nocturnal,Nocturnal,11,0,0,1,,
Scotinomys teguina,Rodentia,Cricetidae,Scotinomys,teguina,Short-tailed Singing Mouse,Diurnal,Diurnal,2,0,0,1,,
Scotinomys xerampelinus,Rodentia,Cricetidae,Scotinomys,xerampelinus,Long-tailed Singing Mouse,Diurnal,Diurnal,1,0,0,1,,
Scotoecus albofuscus,Chiroptera,Vespertilionidae,Scotoecus,albofuscus,Light-winged Lesser House Bat,Nocturnal,Nocturnal,11,0,0,1,,
Scotoecus hirundo,Chiroptera,Vespertilionidae,Scotoecus,hirundo,Dark-winged Lesser House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotoecus pallidus,Chiroptera,Vespertilionidae,Scotoecus,pallidus,Desert Yellow Lesser House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotomanes ornatus,Chiroptera,Vespertilionidae,Scotomanes,ornatus,Harlequin Bat,Nocturnal,Nocturnal,11,0,0,1,,
Scotonycteris ophiodon,Chiroptera,Pteropodidae,Scotonycteris,ophiodon,Pohle's Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotonycteris zenkeri,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,Zenker's Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus borbonicus,Chiroptera,Vespertilionidae,Scotophilus,borbonicus,Lesser Yellow Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus celebensis,Chiroptera,Vespertilionidae,Scotophilus,celebensis,Sulawesi Yellow House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus collinus,Chiroptera,Vespertilionidae,Scotophilus,collinus,Sody's Yellow House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus dinganii,Chiroptera,Vespertilionidae,Scotophilus,dinganii,African Yellow House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus heathii,Chiroptera,Vespertilionidae,Scotophilus,heathii,Greater Asiatic Yellow House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus kuhlii,Chiroptera,Vespertilionidae,Scotophilus,kuhlii,Lesser Asiatic Yellow House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus leucogaster,Chiroptera,Vespertilionidae,Scotophilus,leucogaster,White-bellied Yellow Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus marovaza,Chiroptera,Vespertilionidae,Scotophilus,marovaza,Marovaza House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus nigrita,Chiroptera,Vespertilionidae,Scotophilus,nigrita,Giant House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus nucella,Chiroptera,Vespertilionidae,Scotophilus,nucella,Robbins's House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus nux,Chiroptera,Vespertilionidae,Scotophilus,nux,Nut-colored Yellow Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus robustus,Chiroptera,Vespertilionidae,Scotophilus,robustus,Robust Yellow Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus tandrefana,Chiroptera,Vespertilionidae,Scotophilus,tandrefana,Western Yellow Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotophilus viridis,Chiroptera,Vespertilionidae,Scotophilus,viridis,Green House Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotorepens balstoni,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Inland Broad-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotorepens greyii,Chiroptera,Vespertilionidae,Scotorepens,greyii,Little Broad-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotorepens orion,Chiroptera,Vespertilionidae,Scotorepens,orion,Eastern Broad-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotorepens sanborni,Chiroptera,Vespertilionidae,Scotorepens,sanborni,Northern Broad-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Scotozous dormeri,Chiroptera,Vespertilionidae,Scotozous,dormeri,Dormer's Pipistrelle,Nocturnal,Nocturnal,1,0,0,1,,
Scutisorex somereni,Eulipotyphla,Soricidae,Scutisorex,somereni,Armored Shrew,Cathemeral,Cathemeral,2,0,0,1,,
Sekeetamys calurus,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed Jird,Cathemeral,Cathemeral,1,0,0,1,,
Selevinia betpakdalaensis,Rodentia,Gliridae,Selevinia,betpakdalaensis,Desert Dormouse,Nocturnal,Nocturnal,1,1,1,1,,
Semnopithecus ajax,Primates,Cercopithecidae,Semnopithecus,ajax,Kashmir Gray Langur,Diurnal,Diurnal,2,0,0,1,,
Semnopithecus dussumieri,Primates,Cercopithecidae,Semnopithecus,dussumieri,Southern Plains Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Semnopithecus entellus,Primates,Cercopithecidae,Semnopithecus,entellus,Northern Plains Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Semnopithecus hector,Primates,Cercopithecidae,Semnopithecus,hector,Tarai Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Semnopithecus hypoleucos,Primates,Cercopithecidae,Semnopithecus,hypoleucos,Black-footed Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Semnopithecus priam,Primates,Cercopithecidae,Semnopithecus,priam,Tufted Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Semnopithecus schistaceus,Primates,Cercopithecidae,Semnopithecus,schistaceus,Nepal Gray Langur,Diurnal,Diurnal,1,0,0,1,,
Setifer setosus,Afrosoricida,Tenrecidae,Setifer,setosus,Greater Hedgehog Tenrec,Nocturnal,Nocturnal,1,0,0,1,,
Setonix brachyurus,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,Nocturnal,Nocturnal,1,1,1,1,,
Sicista armenica,Rodentia,Dipodidae,Sicista,armenica,Armenian Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista betulina,Rodentia,Dipodidae,Sicista,betulina,Unknown,Nocturnal,Nocturnal,1,1,1,1,,
Sicista caucasica,Rodentia,Dipodidae,Sicista,caucasica,Caucasian Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista caudata,Rodentia,Dipodidae,Sicista,caudata,Long-tailed Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista concolor,Rodentia,Dipodidae,Sicista,concolor,Chinese Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista kazbegica,Rodentia,Dipodidae,Sicista,kazbegica,Kazbeg Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista kluchorica,Rodentia,Dipodidae,Sicista,kluchorica,Kluchor Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista napaea,Rodentia,Dipodidae,Sicista,napaea,Altai Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista pseudonapaea,Rodentia,Dipodidae,Sicista,pseudonapaea,Grey Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista severtzovi,Rodentia,Dipodidae,Sicista,severtzovi,Severtzov's Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista strandi,Rodentia,Dipodidae,Sicista,strandi,Strand's Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista subtilis,Rodentia,Dipodidae,Sicista,subtilis,Southern Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sicista tianshanica,Rodentia,Dipodidae,Sicista,tianshanica,Tien Shan Birch Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Sigmodon alleni,Rodentia,Cricetidae,Sigmodon,alleni,Allen's Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon alstoni,Rodentia,Cricetidae,Sigmodon,alstoni,Alston's Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon arizonae,Rodentia,Cricetidae,Sigmodon,arizonae,Arizona Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon fulviventer,Rodentia,Cricetidae,Sigmodon,fulviventer,Tawny-bellied Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon hirsutus,Rodentia,Cricetidae,Sigmodon,hirsutus,Southern Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid Cotton Rat,Cathemeral,Cathemeral,1,1,1,1,,
Sigmodon inopinatus,Rodentia,Cricetidae,Sigmodon,inopinatus,Unexpected Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon leucotis,Rodentia,Cricetidae,Sigmodon,leucotis,White-eared Cotton Rat,Diurnal,Diurnal,1,0,0,1,,
Sigmodon mascotensis,Rodentia,Cricetidae,Sigmodon,mascotensis,Jaliscan Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon ochrognathus,Rodentia,Cricetidae,Sigmodon,ochrognathus,Yellow-nosed Cotton Rat,Diurnal,Diurnal,1,0,0,1,,
Sigmodon peruanus,Rodentia,Cricetidae,Sigmodon,peruanus,Peruvian Cotton Rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon planifrons,Rodentia,Cricetidae,Sigmodon,planifrons,Miahuatlan cotton rat,Cathemeral,Cathemeral,1,0,0,1,,
Sigmodon toltecus,Rodentia,Cricetidae,Sigmodon,toltecus,Toltec Cotton Rat,Diurnal,Diurnal,1,1,1,1,,
Sigmodontomys alfari,Rodentia,Cricetidae,Sigmodontomys,alfari,Alfaro's Rice Water Rat,Nocturnal,Nocturnal,2,0,0,1,,
Sigmodontomys aphrastus,Rodentia,Cricetidae,Sigmodontomys,aphrastus,Harris's Rice Water Rat,NA,Nocturnal,Imputed,NA,0,Imputed,,
Simias concolor,Primates,Cercopithecidae,Simias,concolor,Pig-tailed Snub-nosed Langur,Diurnal,Diurnal,1,0,0,1,,
Sminthopsis aitkeni,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,Kangaroo island Dunnart,Nocturnal,Nocturnal,2,0,0,1,,
Sminthopsis archeri,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,Chestnut Dunnart,Nocturnal,Nocturnal,2,0,0,1,,
