"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Ateles marginatus","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ateles_marginatus"
"Ateles paniscus","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ateles_paniscus"
"Ateles paniscus","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ateles_paniscus"
"Atelocynus microtis","Carnivora","idk","non-cetacean","Canidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Atelocynus_microtis"
"Atherurus africanus","Rodentia","idk","non-cetacean","Hystricidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Atherurus_africanus"
"Atherurus africanus","Rodentia","idk","non-cetacean","Hystricidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Atherurus_africanus"
"Atherurus macrourus","Rodentia","idk","non-cetacean","Hystricidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Atherurus_macrourus"
"Atherurus macrourus","Rodentia","idk","non-cetacean","Hystricidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Atherurus_macrourus"
"Atilax paludinosus","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Atilax_paludinosus"
"Atlantoxerus getulus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Atlantoxerus_getulus"
"Auliscomys boliviensis","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Auliscomys_boliviensis"
"Auliscomys boliviensis","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Auliscomys_boliviensis"
"Auliscomys pictus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Auliscomys_pictus"
"Auliscomys sublimis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Auliscomys_sublimis"
"Avahi laniger","Primates","idk","non-cetacean","Indriidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Avahi_laniger"
"Avahi laniger","Primates","idk","non-cetacean","Indriidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Avahi_laniger"
"Avahi occidentalis","Primates","idk","non-cetacean","Indriidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Avahi_occidentalis"
"Avahi occidentalis","Primates","idk","non-cetacean","Indriidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Avahi_occidentalis"
"Axis axis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Axis_axis"
"Axis axis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Axis_axis"
"Axis calamianensis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Axis_calamianensis"
"Axis kuhlii","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Axis_kuhlii"
"Axis porcinus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Axis_porcinus"
"Axis porcinus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Axis_porcinus"
"Babyrousa babyrussa","Artiodactyla","Suina","non-cetacean","Suidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Babyrousa_babyrussa"
"Baiomys musculus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Baiomys_musculus"
"Baiomys musculus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Baiomys_musculus"
"Baiomys taylori","Rodentia","idk","non-cetacean","Cricetidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Baiomys_taylori"
"Balantiopteryx infusca","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Balantiopteryx_infusca"
"Balantiopteryx io","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Balantiopteryx_io"
"Balantiopteryx plicata","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Balantiopteryx_plicata"
"Bandicota bengalensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bandicota_bengalensis"
"Bandicota indica","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bandicota_indica"
"Bandicota savilei","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bandicota_savilei"
"Barbastella barbastellus","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Barbastella_barbastellus"
"Bassaricyon beddardi","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassaricyon_beddardi"
"Bassaricyon gabbii","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassaricyon_gabbii"
"Bassaricyon lasius","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassaricyon_lasius"
"Bassaricyon pauli","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassaricyon_pauli"
"Bassariscus astutus","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassariscus_astutus"
"Bassariscus sumichrasti","Carnivora","idk","non-cetacean","Procyonidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bassariscus_sumichrasti"
"Bdeogale crassicauda","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bdeogale_crassicauda"
"Bdeogale jacksoni","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bdeogale_jacksoni"
"Bdeogale nigripes","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bdeogale_nigripes"
"Beamys hindei","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Beamys_hindei"
"Bettongia gaimardi","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_gaimardi"
"Bettongia gaimardi","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_gaimardi"
"Bettongia lesueur","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_lesueur"
"Bettongia lesueur","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_lesueur"
"Bettongia penicillata","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_penicillata"
"Bettongia penicillata","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_penicillata"
"Bettongia tropica","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_tropica"
"Bettongia tropica","Diprotodontia","idk","non-cetacean","Potoroidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bettongia_tropica"
"Bison bison","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bison_bison"
"Bison bonasus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bison_bonasus"
"Blarina brevicauda","Soricomorpha","idk","non-cetacean","Soricidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Blarina_brevicauda"
"Blarina carolinensis","Soricomorpha","idk","non-cetacean","Soricidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Blarina_carolinensis"
"Blastocerus dichotomus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Blastocerus_dichotomus"
"Blastocerus dichotomus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Blastocerus_dichotomus"
"Blastocerus dichotomus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Blastocerus_dichotomus"
"Bos javanicus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bos_javanicus"
"Bos javanicus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bos_javanicus"
"Bos sauveli","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bos_sauveli"
"Bos sauveli","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bos_sauveli"
"Boselaphus tragocamelus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Boselaphus_tragocamelus"
"Boselaphus tragocamelus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Boselaphus_tragocamelus"
"Brachylagus idahoensis","Lagomorpha","idk","non-cetacean","Leporidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Brachylagus_idahoensis"
"Brachyphylla cavernarum","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Brachyphylla_cavernarum"
"Brachyphylla nana","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Brachyphylla_nana"
"Brachyteles arachnoides","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Brachyteles_arachnoides"
"Brachyteles arachnoides","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Brachyteles_arachnoides"
"Brachyteles hypoxanthus","Primates","idk","non-cetacean","Atelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Brachyteles_hypoxanthus"
"Brachyuromys betsileoensis","Rodentia","idk","non-cetacean","Nesomyidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Brachyuromys_betsileoensis"
"Brachyuromys ramirohitra","Rodentia","idk","non-cetacean","Nesomyidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Brachyuromys_ramirohitra"
"Bradypus torquatus","Pilosa","idk","non-cetacean","Bradypodidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bradypus_torquatus"
"Bradypus torquatus","Pilosa","idk","non-cetacean","Bradypodidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bradypus_torquatus"
"Bradypus torquatus","Pilosa","idk","non-cetacean","Bradypodidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bradypus_torquatus"
"Bradypus tridactylus","Pilosa","idk","non-cetacean","Bradypodidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Bradypus_tridactylus"
"Bradypus variegatus","Pilosa","idk","non-cetacean","Bradypodidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bradypus_variegatus"
"Bubalus depressicornis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bubalus_depressicornis"
"Bubalus mindorensis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bubalus_mindorensis"
"Bubalus mindorensis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bubalus_mindorensis"
"Bubalus mindorensis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bubalus_mindorensis"
"Bubalus quarlesi","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Bubalus_quarlesi"
"Budorcas taxicolor","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Budorcas_taxicolor"
"Bunolagus monticularis","Lagomorpha","idk","non-cetacean","Leporidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Bunolagus_monticularis"
"Burramys parvus","Diprotodontia","idk","non-cetacean","Burramyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Burramys_parvus"
"Burramys parvus","Diprotodontia","idk","non-cetacean","Burramyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Burramys_parvus"
"Cabassous centralis","Cingulata","idk","non-cetacean","Dasypodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Cabassous_centralis"
"Cabassous chacoensis","Cingulata","idk","non-cetacean","Dasypodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Cabassous_chacoensis"
"Cabassous tatouay","Cingulata","idk","non-cetacean","Dasypodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Cabassous_tatouay"
"Cabassous unicinctus","Cingulata","idk","non-cetacean","Dasypodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Cabassous_unicinctus"
"Cacajao calvus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Cacajao_calvus"
"Cacajao calvus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Cacajao_calvus"
"Cacajao melanocephalus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Cacajao_melanocephalus"
"Cacajao melanocephalus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Cacajao_melanocephalus"
"Caenolestes caniventer","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Caenolestes_caniventer"
"Caenolestes condorensis","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Caenolestes_condorensis"
"Caenolestes convelatus","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Caenolestes_convelatus"
"Caenolestes fuliginosus","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Caenolestes_fuliginosus"
"Caenolestes fuliginosus","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Caenolestes_fuliginosus"
"Callicebus brunneus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_brunneus"
"Callicebus brunneus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_brunneus"
"Callicebus caligatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_caligatus"
"Callicebus caligatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_caligatus"
"Callicebus cinerascens","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_cinerascens"
"Callicebus cinerascens","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_cinerascens"
"Callicebus cupreus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_cupreus"
"Callicebus cupreus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_cupreus"
"Callicebus donacophilus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_donacophilus"
"Callicebus donacophilus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_donacophilus"
"Callicebus dubius","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_dubius"
"Callicebus dubius","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_dubius"
"Callicebus hoffmannsi","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_hoffmannsi"
"Callicebus hoffmannsi","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_hoffmannsi"
"Callicebus modestus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_modestus"
"Callicebus modestus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_modestus"
"Callicebus moloch","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_moloch"
"Callicebus moloch","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_moloch"
"Callicebus oenanthe","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_oenanthe"
"Callicebus oenanthe","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_oenanthe"
"Callicebus olallae","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_olallae"
"Callicebus olallae","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_olallae"
"Callicebus personatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_personatus"
"Callicebus personatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_personatus"
"Callicebus torquatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_torquatus"
"Callicebus torquatus","Primates","idk","non-cetacean","Pitheciidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callicebus_torquatus"
"Callimico goeldii","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callimico_goeldii"
"Callimico goeldii","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callimico_goeldii"
"Callithrix aurita","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Callithrix_aurita"
