"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel_confidence","diel2","genome"
"1332","eleotris pisonis","Eleotris pisonis",FALSE,417209,FALSE,"",1,"Eleotris_pisonis","Eleotris","Eleotridae","Gobiiformes","nocturnal",1,"nocturnal",""
"1333","eleutheronema tetradactylum","Eleutheronema tetradactylum",FALSE,864953,FALSE,"incertae_sedis_inherited",1,"Eleutheronema_tetradactylum","Eleutheronema","Polynemidae","Carangaria/misc","diurnal",3,"diurnal",""
"1334","ellerkeldia huntii","Hypoplectrodes huntii",FALSE,3634206,TRUE,"",1,"Hypoplectrodes_huntii","Hypoplectrodes","Serranidae","Perciformes/Serranoidei","crepuscular",1,"crepuscular",""
"1335","elops hawaiensis","Elops hawaiensis",FALSE,133404,FALSE,"",1,"Elops_hawaiensis","Elops","Elopidae","Elopiformes","unclear",2,"unknown",""
"1336","elops machnata","Elops machnata",FALSE,718874,FALSE,"",1,"Elops_machnata","Elops","Elopidae","Elopiformes","nocturnal",3,"nocturnal",""
"1337","elops saurus","Elops saurus",FALSE,329631,FALSE,"",1,"Elops_saurus","Elops","Elopidae","Elopiformes","unclear",2,"unknown",""
"1338","elops senegalensis","Elops senegalensis",FALSE,3642882,FALSE,"",1,"Elops_senegalensis","Elops","Elopidae","Elopiformes","nocturnal",3,"nocturnal",""
"1339","embiotoca jacksoni","Embiotoca jacksoni",FALSE,550252,FALSE,"incertae_sedis_inherited",1,"Embiotoca_jacksoni","Embiotoca","Embiotocidae","Ovalentaria/misc","diurnal",3,"diurnal",""
"1340","embiotoca lateralis","Embiotoca lateralis",FALSE,1090031,FALSE,"incertae_sedis_inherited",1,"Embiotoca_lateralis","Embiotoca","Embiotocidae","Ovalentaria/misc","diurnal",3,"diurnal",""
"1341","emblemaria atlantica","Emblemaria atlantica",FALSE,3639175,FALSE,"",1,"Emblemaria_atlantica","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1342","emblemaria bahamensis","Emblemariopsis bahamensis",FALSE,306072,TRUE,"",1,"Emblemariopsis_bahamensis","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",3,"diurnal",""
"1343","emblemaria biocellata","Emblemaria biocellata",FALSE,3639181,FALSE,"",1,"Emblemaria_biocellata","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1344","emblemaria caldwelli","Emblemaria caldwelli",FALSE,3639182,FALSE,"",1,"Emblemaria_caldwelli","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1345","emblemaria culmenis","Emblemaria culmenis",FALSE,3639176,FALSE,"",1,"Emblemaria_culmenis","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1346","emblemaria diphyodontis","Emblemaria diphyodontis",FALSE,578240,FALSE,"",1,"Emblemaria_diphyodontis","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1347","emblemaria hudsoni","Emblemaria hudsoni",FALSE,3639179,FALSE,"",1,"Emblemaria_hudsoni","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1348","emblemaria hypacanthus","Emblemaria hypacanthus",FALSE,783199,FALSE,"",1,"Emblemaria_hypacanthus","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1349","emblemaria nivipes","Emblemaria nivipes",FALSE,578237,FALSE,"",1,"Emblemaria_nivipes","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1350","emblemaria pandionis","Emblemaria pandionis",FALSE,402705,FALSE,"",1,"Emblemaria_pandionis","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",4,"diurnal",""
"1351","emblemaria piratica","Emblemaria piratica",FALSE,578261,FALSE,"",1,"Emblemaria_piratica","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1352","emblemaria piratula","Emblemaria piratula",FALSE,3639177,FALSE,"",1,"Emblemaria_piratula","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1353","emblemaria vitta","Emblemaria vitta",FALSE,252491,FALSE,"",1,"Emblemaria_vitta","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1354","emblemaria walkeri","Emblemaria walkeri",FALSE,3639178,FALSE,"",1,"Emblemaria_walkeri","Emblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1356","emblemariopsis bottomei","Emblemariopsis bottomei",FALSE,3639166,FALSE,"",1,"Emblemariopsis_bottomei","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1357","emblemariopsis diaphana","Emblemariopsis diaphana",FALSE,3639168,FALSE,"",1,"Emblemariopsis_diaphana","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1358","emblemariopsis leptocirris","Emblemariopsis leptocirris",FALSE,3639172,FALSE,"",1,"Emblemariopsis_leptocirris","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1359","emblemariopsis occidentalis","Emblemariopsis occidentalis",FALSE,3639167,FALSE,"",1,"Emblemariopsis_occidentalis","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1360","emblemariopsis pricei","Emblemariopsis pricei",FALSE,306074,FALSE,"",1,"Emblemariopsis_pricei","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1361","emblemariopsis ramirezi","Emblemariopsis ramirezi",FALSE,3639171,FALSE,"",1,"Emblemariopsis_ramirezi","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1362","emblemariopsis randalli","Emblemariopsis randalli",FALSE,734283,FALSE,"",1,"Emblemariopsis_randalli","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1363","emblemariopsis ruetzleri","Emblemariopsis ruetzleri",FALSE,252485,FALSE,"",1,"Emblemariopsis_ruetzleri","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1364","emblemariopsis signifer","Emblemariopsis signifer",FALSE,734273,FALSE,"",1,"Emblemariopsis_signifer","Emblemariopsis","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1365","emmelichthyops atlanticus","Emmelichthyops atlanticus",FALSE,495743,FALSE,"",1,"Emmelichthyops_atlanticus","Emmelichthyops","Haemulidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1366","enantiopus melanogenys","Enantiopus melanogenys",FALSE,7063515,FALSE,"",2,"Enantiopus_melanogenys",NA,NA,NA,"unclear",5,"unknown",""
"1367","encheliophis chardewalli","Encheliophis chardewalli",FALSE,3629898,FALSE,"",1,"Encheliophis_chardewalli","Encheliophis","Carapidae","Ophidiiformes","nocturnal",1,"nocturnal",""
"1368","encheliophis homei","Carapus homei",FALSE,3629892,TRUE,"",1,"Carapus_homei",NA,NA,NA,"nocturnal",1,"nocturnal",""
"1369","encheliophis vermicularis","Encheliophis vermicularis",FALSE,3629899,FALSE,"",1,"Encheliophis_vermicularis","Encheliophis","Carapidae","Ophidiiformes","nocturnal",1,"nocturnal",""
"1370","enchelycore anatina","Enchelycore anatina",FALSE,697151,FALSE,"",1,"Enchelycore_anatina","Enchelycore","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"1371","enchelycore carychroa","Enchelycore carychroa",FALSE,342409,FALSE,"",1,"Enchelycore_carychroa","Enchelycore","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"1372","enchelycore lichenosa","Enchelycore lichenosa",FALSE,3643643,FALSE,"",1,"Enchelycore_lichenosa","Enchelycore","Muraenidae","Anguilliformes","nocturnal",1,"nocturnal",""
"1373","enchelycore nigricans","Enchelycore nigricans",FALSE,422839,FALSE,"",1,"Enchelycore_nigricans","Enchelycore","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"1374","enchelycore octaviana","Enchelycore octaviana",FALSE,3643642,FALSE,"",1,"Enchelycore_octaviana","Enchelycore","Muraenidae","Anguilliformes","nocturnal",1,"nocturnal",""
"1375","enchelynassa canina","Enchelynassa canina",FALSE,211405,FALSE,"",1,"Enchelynassa_canina","Enchelynassa","Muraenidae","Anguilliformes","nocturnal",1,"nocturnal",""
"1376","encrasicholina heteroloba","Encrasicholina heteroloba",FALSE,12224,FALSE,"",1,"Encrasicholina_heteroloba","Encrasicholina","Engraulidae","Clupeiformes","diurnal",1,"diurnal",""
"1377","engraulis australis","Engraulis australis",FALSE,309017,FALSE,"",1,"Engraulis_australis","Engraulis","Engraulidae","Clupeiformes","unclear",2,"unknown",""
"1378","engraulis encrasicolus","Engraulis encrasicolus",FALSE,222963,FALSE,"",1,"Engraulis_encrasicolus","Engraulis","Engraulidae","Clupeiformes","diurnal",2,"diurnal",""
"1379","engraulis eurystole","Engraulis eurystole",FALSE,482312,FALSE,"",1,"Engraulis_eurystole","Engraulis","Engraulidae","Clupeiformes","nocturnal",2,"nocturnal",""
"1380","engraulis japonicus","Engraulis japonicus",FALSE,690902,FALSE,"",1,"Engraulis_japonicus","Engraulis","Engraulidae","Clupeiformes","crepuscular/diurnal",4,"crepuscular",""
"1381","engraulis mordax","Engraulis mordax",FALSE,29754,FALSE,"",1,"Engraulis_mordax","Engraulis","Engraulidae","Clupeiformes","nocturnal",3,"nocturnal",""
"1382","enneacampus ansorgii","Enneacampus ansorgii",FALSE,1014728,FALSE,"",1,"Enneacampus_ansorgii","Enneacampus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"1383","enneacanthus gloriosus","Enneacanthus gloriosus",FALSE,476364,FALSE,"",1,"Enneacanthus_gloriosus","Enneacanthus","Centrarchidae","Centrarchiformes","crepuscular/diurnal",5,"crepuscular",""
"1384","enneanectes altivelis","Enneanectes altivelis",FALSE,453043,FALSE,"",1,"Enneanectes_altivelis","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1385","enneanectes atrorus","Enneanectes atrorus",FALSE,3639004,FALSE,"",1,"Enneanectes_atrorus","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",3,"diurnal",""
"1386","enneanectes boehlkei","Enneanectes boehlkei",FALSE,423193,FALSE,"",1,"Enneanectes_boehlkei","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1387","enneanectes carminalis","Enneanectes carminalis",FALSE,453028,FALSE,"",1,"Enneanectes_carminalis","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1388","enneanectes jordani","Enneanectes jordani",FALSE,3639003,FALSE,"",1,"Enneanectes_jordani","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1389","enneanectes reticulatus","Enneanectes reticulatus",FALSE,453024,FALSE,"",1,"Enneanectes_reticulatus","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1390","enneanectes smithi","Enneanectes smithi",FALSE,3639005,FALSE,"",1,"Enneanectes_smithi","Enneanectes","Tripterygiidae","Blenniiformes","diurnal",1,"diurnal",""
"1391","enophrys bison","Enophrys bison",FALSE,290389,FALSE,"",1,"Enophrys_bison","Enophrys","Cottidae","Perciformes/Cottoidei","nocturnal",1,"nocturnal",""
"1392","entelurus aequoreus","Entelurus aequoreus",FALSE,971459,FALSE,"",1,"Entelurus_aequoreus","Entelurus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"1393","enteromius kerstenii","Enteromius kerstenii",FALSE,31708,FALSE,"",1,"Enteromius_kerstenii","Enteromius","Cyprinidae","Cypriniformes","nocturnal",3,"nocturnal",""
"1394","enteromius pellegrini","Enteromius pellegrini",FALSE,3626418,FALSE,"",1,"Enteromius_pellegrini","Enteromius","Cyprinidae","Cypriniformes","nocturnal",3,"nocturnal",""
"1395","entomacrodus cadenati","Entomacrodus cadenati",FALSE,783205,FALSE,"",1,"Entomacrodus_cadenati","Entomacrodus","Blenniidae","Blenniiformes","diurnal",1,"diurnal",""
"1396","entomacrodus chiostictus","Entomacrodus chiostictus",FALSE,783202,FALSE,"",1,"Entomacrodus_chiostictus","Entomacrodus","Blenniidae","Blenniiformes","diurnal",1,"diurnal",""
"1398","entomacrodus nigricans","Entomacrodus nigricans",FALSE,219189,FALSE,"",1,"Entomacrodus_nigricans","Entomacrodus","Blenniidae","Blenniiformes","diurnal",1,"diurnal",""
"1399","entomacrodus textilis","Entomacrodus textilis",FALSE,3639479,FALSE,"",1,"Entomacrodus_textilis","Entomacrodus","Blenniidae","Blenniiformes","diurnal",1,"diurnal",""
"1400","entomacrodus vomerinus","Entomacrodus vomerinus",FALSE,3639485,FALSE,"",1,"Entomacrodus_vomerinus","Entomacrodus","Blenniidae","Blenniiformes","diurnal",1,"diurnal",""
"1401","entomocorus gameroi","Entomocorus gameroi",FALSE,3623579,FALSE,"",1,"Entomocorus_gameroi","Entomocorus","Auchenipteridae","Siluriformes","nocturnal",5,"nocturnal",""
"1402","epalzeorhynchos bicolor","Epalzeorhynchos bicolor",FALSE,756849,FALSE,"",1,"Epalzeorhynchos_bicolor","Epalzeorhynchos","Cyprinidae","Cypriniformes","nocturnal",1,"nocturnal",""
"1403","ephippion guttifer","Ephippion guttifer",FALSE,764245,FALSE,"",1,"Ephippion_guttifer","Ephippion","Tetraodontidae","Tetraodontiformes","diurnal",1,"diurnal",""
"1404","epibulus insidiator","Epibulus insidiator",FALSE,120301,FALSE,"",1,"Epibulus_insidiator","Epibulus","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"1405","epigonus denticulatus","Epigonus denticulatus",FALSE,78412,FALSE,"",1,"Epigonus_denticulatus","Epigonus","Epigonidae","Acropomatiformes","diurnal",3,"diurnal",""
"1406","epigonus lenimen","Epigonus lenimen",FALSE,3634512,FALSE,"",1,"Epigonus_lenimen","Epigonus","Epigonidae","Acropomatiformes","nocturnal",3,"nocturnal",""
"1407","epigonus telescopus","Epigonus telescopus",FALSE,139687,FALSE,"",1,"Epigonus_telescopus","Epigonus","Epigonidae","Acropomatiformes","nocturnal",3,"nocturnal",""
"1408","epinephelus adscensionis","Epinephelus adscensionis",FALSE,534151,FALSE,"",1,"Epinephelus_adscensionis","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",2,"diurnal",""
"1409","epinephelus aeneus","Epinephelus aeneus",FALSE,306171,FALSE,"",1,"Epinephelus_aeneus","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",3,"nocturnal",""
"1410","epinephelus akaara","Epinephelus akaara",FALSE,105926,FALSE,"",1,"Epinephelus_akaara","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular/diurnal",2,"crepuscular",""
"1411","epinephelus analogus","Epinephelus analogus",FALSE,1023032,FALSE,"",1,"Epinephelus_analogus","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"1412","epinephelus bruneus","Epinephelus bruneus",FALSE,876088,FALSE,"",1,"Epinephelus_bruneus","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",3,"diurnal",""
"1413","epinephelus caninus","Epinephelus caninus",FALSE,733900,FALSE,"",1,"Epinephelus_caninus","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1414","epinephelus cifuentesi","Epinephelus cifuentesi",FALSE,534161,FALSE,"",1,"Epinephelus_cifuentesi","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"1415","epinephelus clippertonensis","Epinephelus clippertonensis",FALSE,341605,FALSE,"",1,"Epinephelus_clippertonensis","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"1416","epinephelus costae","Epinephelus costae",FALSE,379397,FALSE,"",1,"Epinephelus_costae","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1418","epinephelus drummondhayi","Epinephelus drummondhayi",FALSE,534158,FALSE,"",1,"Epinephelus_drummondhayi","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1419","epinephelus fasciatus","Epinephelus fasciatus",FALSE,534146,FALSE,"",1,"Epinephelus_fasciatus","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular/nocturnal",2,"crepuscular",""
"1421","epinephelus gigas","Epinephelus marginatus",FALSE,733897,TRUE,"",1,"Epinephelus_marginatus","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"1422","epinephelus guttatus","Epinephelus guttatus",FALSE,64597,FALSE,"",1,"Epinephelus_guttatus","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",3,"crepuscular",""
"1423","epinephelus hexagonatus","Epinephelus hexagonatus",FALSE,137642,FALSE,"",1,"Epinephelus_hexagonatus","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",2,"nocturnal",""
"1424","epinephelus howlandi","Epinephelus howlandi",FALSE,1012258,FALSE,"",1,"Epinephelus_howlandi","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",2,"crepuscular",""
"1425","epinephelus itajara","Epinephelus itajara",FALSE,64600,FALSE,"",1,"Epinephelus_itajara","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",3,"nocturnal",""
"1426","epinephelus labriformis","Epinephelus labriformis",FALSE,64587,FALSE,"",1,"Epinephelus_labriformis","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",3,"nocturnal",""
"1427","epinephelus lanceolatus","Epinephelus lanceolatus",FALSE,772661,FALSE,"",1,"Epinephelus_lanceolatus","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular/diurnal",4,"crepuscular","GCA 005281545.1"
"1428","epinephelus malabaricus","Epinephelus malabaricus",FALSE,463848,FALSE,"",1,"Epinephelus_malabaricus","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular/nocturnal",2,"crepuscular",""
"1430","epinephelus melanostigma","Epinephelus melanostigma",FALSE,594090,FALSE,"",1,"Epinephelus_melanostigma","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",2,"crepuscular",""
"1431","epinephelus merra","Epinephelus merra",FALSE,105929,FALSE,"",1,"Epinephelus_merra","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",2,"diurnal",""
"1432","epinephelus morio","Epinephelus morio",FALSE,144514,FALSE,"",1,"Epinephelus_morio","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",3,"crepuscular",""
"1433","epinephelus ongus","Epinephelus ongus",FALSE,641693,FALSE,"",1,"Epinephelus_ongus","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",2,"diurnal",""
"1434","epinephelus polyphekadion","Epinephelus polyphekadion",FALSE,748340,FALSE,"",1,"Epinephelus_polyphekadion","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",2,"crepuscular",""
"1435","epinephelus striatus","Epinephelus striatus",FALSE,64613,FALSE,"",2,"Epinephelus_striatus","Epinephelus","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1436","epinephelus suillus","Epinephelus coioides",FALSE,457795,TRUE,"",1,"Epinephelus_coioides","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"1437","epinephelus tauvina","Epinephelus tauvina",FALSE,218649,FALSE,"",1,"Epinephelus_tauvina","Epinephelus","Serranidae","Perciformes/Serranoidei","crepuscular",2,"crepuscular",""
"1438","epinephelus tukula","Epinephelus tukula",FALSE,730883,FALSE,"",1,"Epinephelus_tukula","Epinephelus","Serranidae","Perciformes/Serranoidei","nocturnal",2,"nocturnal",""
"1440","eptatretus burgeri","Eptatretus burgeri",FALSE,852668,FALSE,"",1,"Eptatretus_burgeri","Eptatretus","Myxinidae","Myxiniformes","nocturnal",5,"nocturnal","GCA 900186335.2"
"1441","eptatretus stoutii","Eptatretus stoutii",FALSE,852671,FALSE,"",1,"Eptatretus_stoutii","Eptatretus","Myxinidae","Myxiniformes","crepuscular/diurnal",4,"crepuscular",""
"1442","equetus lanceolatus","Equetus lanceolatus",FALSE,702685,FALSE,"",1,"Equetus_lanceolatus",NA,NA,NA,"diurnal",2,"diurnal",""
"1443","equetus punctatus","Equetus punctatus",FALSE,702680,FALSE,"",1,"Equetus_punctatus","Equetus","Sciaenidae","Eupercaria/misc","nocturnal",3,"nocturnal",""
"1444","eretmodus cyanostictus","Eretmodus cyanostictus",FALSE,102583,FALSE,"",1,"Eretmodus_cyanostictus","Eretmodus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"1445","erilepis zonifer","Erilepis zonifer",FALSE,3632609,FALSE,"",1,"Erilepis_zonifer","Erilepis","Anoplopomatidae","Perciformes/Cottoidei","nocturnal",1,"nocturnal",""
"1446","ernogrammus hexagrammus","Ernogrammus hexagrammus",FALSE,255945,FALSE,"",1,"Ernogrammus_hexagrammus","Ernogrammus","Stichaeidae","Perciformes/Zoarcoidei","nocturnal",4,"nocturnal",""
"1447","ernogrammus walkeri","Ernogrammus walkeri",FALSE,3632888,FALSE,"",1,"Ernogrammus_walkeri","Ernogrammus","Stichaeidae","Perciformes/Zoarcoidei","nocturnal",2,"nocturnal",""
"1448","erpetoichthys calabaricus","Erpetoichthys calabaricus",FALSE,451269,FALSE,"",1,"Erpetoichthys_calabaricus","Erpetoichthys","Polypteridae","Polypteriformes","nocturnal",2,"nocturnal","ENSEMBL, GCF 900747795.1"
"1449","erythrinus erythrinus","Erythrinus erythrinus",FALSE,183753,FALSE,"",1,"Erythrinus_erythrinus","Erythrinus","Erythrinidae","Characiformes","nocturnal",3,"nocturnal",""
"1450","escualosa thoracata","Escualosa thoracata",FALSE,423436,FALSE,"",1,"Escualosa_thoracata","Escualosa","Clupeidae","Clupeiformes","nocturnal",2,"nocturnal",""
"1451","esox lucius","Esox lucius",FALSE,739941,FALSE,"",1,"Esox_lucius","Esox","Esocidae","Esociformes","crepuscular/nocturnal",5,"crepuscular","ENSEMBL, GCF 004634155.1"
"1452","etheostoma caeruleum","Etheostoma caeruleum",FALSE,814726,FALSE,"",1,"Etheostoma_caeruleum","Etheostoma","Percidae","Perciformes/Percoidei","unclear",2,"unknown",""
